Year,Quarter,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2018.00,4.00,Mosman,Non Strata,2800.00,3700.00,6000.00,4565.00,45.00,-0.10,-0.09,-0.02,-0.25
2018.00,4.00,Mosman,Strata,751.00,915.00,1433.00,1172.00,87.00,-0.12,-0.18,0.67,-0.19
2018.00,4.00,North Sydney,Total,851.00,1198.00,1779.00,1474.00,330.00,-0.02,0.00,0.03,-0.14
2018.00,4.00,North Sydney,Non Strata,1764.00,2278.00,3188.00,2574.00,54.00,-0.12,-0.14,0.08,0.00
2018.00,4.00,North Sydney,Strata,804.00,1070.00,1513.00,1259.00,276.00,-0.04,-0.06,0.02,-0.16
2018.00,4.00,Randwick,Total,841.00,1200.00,1804.00,1428.00,322.00,-0.14,-0.18,-0.11,-0.30
2018.00,4.00,Randwick,Non Strata,1611.00,1961.00,2540.00,2112.00,135.00,-0.12,-0.18,-0.08,-0.31
2018.00,4.00,Randwick,Strata,750.00,865.00,1050.00,934.00,187.00,-0.04,-0.09,-0.12,-0.29
2018.00,4.00,Sydney,Total,720.00,975.00,1315.00,1111.00,845.00,0.02,-0.06,-0.08,-0.24
2018.00,4.00,Sydney,Non Strata,1168.00,1470.00,1850.00,1574.00,163.00,-0.05,-0.12,0.16,-0.14
2018.00,4.00,Sydney,Strata,685.00,870.00,1168.00,1000.00,682.00,-0.03,-0.03,-0.12,-0.26
2018.00,4.00,Waverley,Total,938.00,1380.00,2100.00,1642.00,288.00,-0.11,-0.11,0.06,-0.06
2018.00,4.00,Waverley,Non Strata,2076.00,2568.00,3300.00,2712.00,90.00,-0.03,-0.15,-0.05,-0.17
2018.00,4.00,Waverley,Strata,826.00,1105.00,1400.00,1156.00,198.00,-0.06,-0.01,0.12,0.00
2018.00,4.00,Woollahra,Total,1076.00,1750.00,3665.00,2928.00,255.00,-0.09,-0.24,0.01,-0.16
2018.00,4.00,Woollahra,Non Strata,2560.00,4258.00,6525.00,5165.00,96.00,0.12,-0.08,-0.12,-0.22
2018.00,4.00,Woollahra,Strata,946.00,1260.00,1828.00,1577.00,159.00,-0.09,-0.14,0.11,-0.12
2018.00,4.00,Total,Total,670.00,860.00,1260.00,1051.00,4032.00,-0.01,-0.03,-0.10,-0.33
2018.00,4.00,Total,Non Strata,900.00,1200.00,1683.00,1387.00,1935.00,-0.04,-0.12,-0.01,-0.26
2018.00,4.00,Total,Strata,570.00,687.00,848.00,741.00,2097.00,-0.02,-0.03,-0.17,-0.38
2018.00,4.00,Bayside,Total,650.00,798.00,1040.00,882.00,434.00,-0.02,-0.04,-0.13,-0.41
2018.00,4.00,Bayside,Non Strata,1020.00,1183.00,1404.00,1222.00,146.00,-0.10,-0.15,0.07,-0.31
2018.00,4.00,Bayside,Strata,599.00,694.00,800.00,709.00,288.00,-0.04,-0.05,-0.20,-0.44
2018.00,4.00,Burwood,Total,771.00,1066.00,1430.00,1147.00,111.00,0.25,0.13,0.26,-0.20
2018.00,4.00,Burwood,Non Strata,1250.00,1520.00,1895.00,1583.00,45.00,0.03,-0.05,0.50,0.05
2018.00,4.00,Burwood,Strata,655.00,865.00,1066.00,850.00,66.00,0.11,-0.03,0.14,-0.31
2018.00,4.00,Canada Bay,Total,803.00,1008.00,1513.00,1227.00,267.00,-0.11,-0.18,-0.12,-0.20
2018.00,4.00,Canada Bay,Non Strata,1455.00,1752.00,2138.00,1916.00,78.00,-0.05,-0.15,-0.20,-0.37
2018.00,4.00,Canada Bay,Strata,750.00,890.00,1050.00,943.00,189.00,-0.07,-0.07,-0.08,-0.11
2018.00,4.00,Canterbury-Bankstown,Total,600.00,773.00,930.00,786.00,717.00,-0.03,-0.09,-0.10,-0.34
2018.00,4.00,Canterbury-Bankstown,Non Strata,800.00,890.00,1030.00,939.00,441.00,-0.04,-0.14,-0.05,-0.32
2018.00,4.00,Canterbury-Bankstown,Strata,439.00,530.00,635.00,542.00,276.00,-0.06,-0.10,-0.17,-0.39
2018.00,4.00,Cumberland,Total,555.00,690.00,807.00,696.00,412.00,0.01,-0.04,-0.15,-0.43
2018.00,4.00,Cumberland,Non Strata,725.00,800.00,900.00,821.00,222.00,-0.05,-0.12,-0.05,-0.35
2018.00,4.00,Cumberland,Strata,481.00,550.00,600.00,549.00,190.00,-0.03,-0.08,-0.24,-0.51
2018.00,4.00,Georges River,Total,718.00,943.00,1268.00,1045.00,346.00,0.02,0.00,-0.18,-0.27
2018.00,4.00,Georges River,Non Strata,1000.00,1200.00,1550.00,1313.00,191.00,-0.08,-0.16,-0.09,-0.15
2018.00,4.00,Georges River,Strata,600.00,690.00,820.00,714.00,155.00,0.00,-0.01,-0.26,-0.38
2018.00,4.00,Hunters Hill,Total,994.00,1596.00,2500.00,1839.00,42.00,-0.09,-0.10,0.02,-0.16
2018.00,4.00,Hunters Hill,Non Strata,2190.00,2670.00,3147.00,2780.00,s,0.07,-0.03,-0.10,-0.21
2018.00,4.00,Hunters Hill,Strata,670.00,1200.00,1350.00,1063.00,s,0.02,0.39,0.15,-0.12
2018.00,4.00,Ku-Ring-Gai,Total,1144.00,1660.00,2225.00,1764.00,401.00,-0.04,-0.04,0.08,-0.19
2018.00,4.00,Ku-Ring-Gai,Non Strata,1684.00,2050.00,2526.00,2184.00,260.00,-0.03,-0.03,0.13,-0.16
2018.00,4.00,Ku-Ring-Gai,Strata,781.00,910.00,1160.00,990.00,141.00,-0.04,-0.01,0.00,-0.24
2018.00,4.00,Parramatta,Total,635.00,780.00,1046.00,898.00,611.00,0.00,0.00,-0.13,-0.42
2018.00,4.00,Parramatta,Non Strata,940.00,1125.00,1410.00,1237.00,254.00,-0.01,-0.13,-0.02,-0.18
2018.00,4.00,Parramatta,Strata,560.00,657.00,750.00,657.00,357.00,-0.01,-0.07,-0.20,-0.52
2018.00,4.00,Ryde,Total,675.00,1050.00,1380.00,1071.00,392.00,-0.03,0.06,-0.11,-0.17
2018.00,4.00,Ryde,Non Strata,1293.00,1428.00,1658.00,1480.00,146.00,-0.13,-0.19,-0.03,-0.20
2018.00,4.00,Ryde,Strata,610.00,736.00,997.00,829.00,246.00,-0.09,-0.04,-0.15,-0.15
2018.00,4.00,Strathfield,Total,595.00,716.00,1248.00,1024.00,100.00,0.06,0.02,-0.12,-0.40
2018.00,4.00,Strathfield,Non Strata,1200.00,1625.00,2103.00,1711.00,36.00,-0.23,-0.26,0.57,-0.14
2018.00,4.00,Strathfield,Strata,547.00,638.00,696.00,637.00,64.00,-0.02,-0.06,-0.29,-0.49
2018.00,4.00,Willoughby,Total,958.00,1580.00,2223.00,1673.00,199.00,-0.01,-0.11,-0.05,-0.20
2018.00,4.00,Willoughby,Non Strata,1825.00,2260.00,2790.00,2327.00,97.00,0.02,-0.04,0.05,-0.32
2018.00,4.00,Willoughby,Strata,775.00,977.00,1272.00,1052.00,102.00,-0.07,-0.02,-0.13,-0.06
2018.00,4.00,Total,Total,597.00,730.00,1000.00,868.00,6805.00,-0.01,-0.05,-0.11,-0.28
2018.00,4.00,Total,Non Strata,630.00,770.00,1070.00,926.00,5110.00,-0.01,-0.07,-0.08,-0.26
2018.00,4.00,Total,Strata,490.00,618.00,817.00,694.00,1695.00,-0.03,-0.03,-0.18,-0.35
2018.00,4.00,Blacktown,Total,590.00,680.00,800.00,696.00,788.00,-0.02,-0.06,-0.19,-0.29
2018.00,4.00,Blacktown,Non Strata,632.00,719.00,825.00,729.00,655.00,-0.02,-0.09,-0.15,-0.24
2018.00,4.00,Blacktown,Strata,460.00,540.00,605.00,536.00,133.00,-0.02,-0.05,-0.32,-0.45
2018.00,4.00,Blue Mountains,Total,555.00,630.00,738.00,654.00,247.00,-0.07,-0.07,-0.08,-0.26
2018.00,4.00,Blue Mountains,Non Strata,565.00,635.00,748.00,660.00,235.00,-0.07,-0.07,-0.10,-0.25
2018.00,4.00,Blue Mountains,Strata,495.00,530.00,609.00,534.00,s,-0.08,0.00,0.50,-0.33
2018.00,4.00,Camden,Total,645.00,710.00,788.00,728.00,303.00,-0.01,-0.04,-0.08,-0.23
2018.00,4.00,Camden,Non Strata,650.00,720.00,800.00,740.00,285.00,-0.01,-0.04,-0.09,-0.23
2018.00,4.00,Camden,Strata,479.00,530.00,611.00,539.00,s,-0.11,-0.07,0.00,-0.31
2018.00,4.00,Campbelltown,Total,500.00,575.00,640.00,570.00,381.00,-0.01,-0.09,-0.23,-0.34
2018.00,4.00,Campbelltown,Non Strata,530.00,601.00,655.00,604.00,308.00,-0.02,-0.08,-0.21,-0.31
2018.00,4.00,Campbelltown,Strata,392.00,420.00,470.00,427.00,73.00,-0.08,-0.13,-0.29,-0.43
2018.00,4.00,Central Coast,Total,495.00,610.00,774.00,658.00,1255.00,-0.02,-0.05,-0.04,-0.25
2018.00,4.00,Central Coast,Non Strata,531.00,640.00,815.00,696.00,982.00,-0.02,-0.04,-0.06,-0.27
2018.00,4.00,Central Coast,Strata,415.00,500.00,599.00,519.00,273.00,-0.01,-0.01,0.01,-0.21
2018.00,4.00,Fairfield,Total,588.00,700.00,796.00,695.00,271.00,-0.01,-0.09,-0.20,-0.37
2018.00,4.00,Fairfield,Non Strata,665.00,730.00,828.00,754.00,217.00,-0.05,-0.09,-0.12,-0.36
2018.00,4.00,Fairfield,Strata,410.00,458.00,513.00,458.00,54.00,0.04,0.00,-0.42,-0.40
2018.00,4.00,Hawkesbury,Total,605.00,706.00,1015.00,848.00,154.00,0.00,-0.11,-0.19,-0.27
2018.00,4.00,Hawkesbury,Non Strata,640.00,770.00,1050.00,907.00,133.00,0.01,-0.08,-0.17,-0.27
2018.00,4.00,Hawkesbury,Strata,430.00,495.00,523.00,472.00,s,-0.02,-0.04,-0.30,-0.28
2018.00,4.00,Hornsby,Total,810.00,1050.00,1300.00,1070.00,365.00,0.01,-0.13,-0.05,-0.30
2018.00,4.00,Hornsby,Non Strata,1000.00,1180.00,1385.00,1212.00,261.00,-0.06,-0.14,0.09,-0.22
2018.00,4.00,Hornsby,Strata,620.00,663.00,820.00,713.00,104.00,-0.01,-0.03,-0.28,-0.45
2018.00,4.00,Liverpool,Total,580.00,700.00,815.00,713.00,376.00,0.00,-0.03,-0.08,-0.38
2018.00,4.00,Liverpool,Non Strata,672.00,750.00,850.00,793.00,281.00,-0.03,-0.09,-0.04,-0.30
2018.00,4.00,Liverpool,Strata,400.00,485.00,560.00,477.00,95.00,-0.06,-0.07,-0.17,-0.55
2018.00,4.00,Northern Beaches,Total,900.00,1350.00,1765.00,1436.00,893.00,-0.01,-0.11,-0.01,-0.23
2018.00,4.00,Northern Beaches,Non Strata,1400.00,1660.00,2115.00,1837.00,483.00,-0.05,-0.07,0.06,-0.22
2018.00,4.00,Northern Beaches,Strata,725.00,873.00,1119.00,964.00,410.00,0.00,-0.07,-0.08,-0.24
2018.00,4.00,Penrith,Total,548.00,635.00,714.00,642.00,550.00,-0.02,-0.04,-0.13,-0.33
2018.00,4.00,Penrith,Non Strata,610.00,665.00,742.00,692.00,422.00,-0.03,-0.06,-0.08,-0.26
2018.00,4.00,Penrith,Strata,428.00,490.00,532.00,477.00,128.00,-0.05,-0.06,-0.26,-0.49
2018.00,4.00,Sutherland Shire,Total,750.00,975.00,1240.00,1050.00,733.00,-0.03,-0.09,-0.13,-0.22
2018.00,4.00,Sutherland Shire,Non Strata,960.00,1105.00,1360.00,1215.00,421.00,-0.06,-0.17,-0.06,-0.18
2018.00,4.00,Sutherland Shire,Strata,615.00,730.00,915.00,827.00,312.00,-0.05,-0.03,-0.20,-0.27
2018.00,4.00,The Hills Shire,Total,950.00,1120.00,1355.00,1212.00,377.00,-0.04,-0.10,-0.09,-0.27
2018.00,4.00,The Hills Shire,Non Strata,1025.00,1168.00,1415.00,1285.00,321.00,-0.05,-0.12,-0.05,-0.22
2018.00,4.00,The Hills Shire,Strata,700.00,794.00,850.00,791.00,56.00,-0.01,-0.02,-0.25,-0.44
2018.00,4.00,Wollondilly,Total,567.00,675.00,1023.00,820.00,112.00,-0.09,-0.08,-0.24,-0.41
2018.00,4.00,Wollondilly,Non Strata,576.00,708.00,1038.00,838.00,106.00,-0.06,-0.06,-0.25,-0.41
2018.00,4.00,Wollondilly,Strata,-,-,-,-,-,-,-,-,-
2016.00,4.00,Ashfield,Total,670.00,787.00,1328.00,1025.00,-,8.70,-6.10,-,-
2016.00,4.00,Botany Bay,Total,750.00,901.00,1258.00,1031.00,-,3.70,4.00,-,-
2016.00,4.00,Lane Cove,Total,750.00,938.00,2200.00,1494.00,-,2.30,3.90,-,-
2016.00,4.00,Leichhardt,Total,1003.00,1478.00,1863.00,1466.00,-,5.60,10.30,-,-
2016.00,4.00,Marrickville,Total,785.00,1130.00,1450.00,1150.00,-,11.30,15.50,-,-
2016.00,4.00,Mosman,Total,1015.00,1888.00,3381.00,2613.00,-,-3.20,28.90,-,-
2016.00,4.00,North Sydney,Total,852.00,1178.00,1650.00,1369.00,-,9.60,12.70,-,-
2016.00,4.00,Randwick,Total,840.00,1125.00,1838.00,1408.00,-,-7.00,5.10,-,-
2016.00,4.00,Sydney,Total,730.00,960.00,1335.00,1087.00,-,5.50,5.50,-,-
2016.00,4.00,Waverley,Total,970.00,1303.00,2010.00,1651.00,-,-3.80,10.60,-,-
2016.00,4.00,Woollahra,Total,1200.00,1963.00,3200.00,2531.00,-,-5.60,21.70,-,-
2016.00,4.00,Auburn,Total,597.00,705.00,860.00,770.00,-,0.00,-0.70,-,-
2016.00,4.00,Bankstown,Total,720.00,870.00,990.00,849.00,-,3.90,7.40,-,-
2016.00,4.00,Burwood,Total,750.00,996.00,1475.00,1163.00,-,10.70,2.20,-,-
2016.00,4.00,Canterbury,Total,523.00,721.00,1100.00,842.00,-,6.80,-3.90,-,-
2016.00,4.00,Canada Bay,Total,840.00,1130.00,1733.00,1360.00,-,4.60,-5.80,-,-
2016.00,4.00,Hunters Hill,Total,1150.00,1825.00,2620.00,1943.00,-,1.40,-16.90,-,-
2016.00,4.00,Hurstville,Total,621.00,795.00,1105.00,897.00,-,17.80,16.10,-,-
2016.00,4.00,Kogarah,Total,725.00,1145.00,1483.00,1209.00,-,5.20,22.10,-,-
2016.00,4.00,Ku-ring-gai,Total,1020.00,1755.00,2322.00,1801.00,-,3.20,11.80,-,-
2016.00,4.00,Manly,Total,1010.00,1665.00,2200.00,1758.00,-,5.80,11.00,-,-
2016.00,4.00,Parramatta,Total,596.00,740.00,991.00,829.00,-,7.20,-5.10,-,-
2016.00,4.00,Rockdale,Total,650.00,800.00,1200.00,935.00,-,-7.00,7.40,-,-
2016.00,4.00,Ryde,Total,670.00,965.00,1592.00,1152.00,-,7.90,-1.00,-,-
2016.00,4.00,Strathfield,Total,630.00,698.00,1294.00,1113.00,-,2.60,-5.40,-,-
2016.00,4.00,Willoughby,Total,901.00,1700.00,2420.00,1759.00,-,14.10,16.80,-,-
2016.00,4.00,The Hills Shire,Total,935.00,1168.00,1411.00,1200.00,-,6.20,7.20,-,-
2016.00,4.00,Blacktown,Total,590.00,685.00,819.00,701.00,-,3.80,7.00,-,-
2016.00,4.00,Blue Mountains,Total,525.00,635.00,750.00,641.00,-,8.50,15.90,-,-
2016.00,4.00,Camden,Total,650.00,720.00,795.00,734.00,-,1.40,5.90,-,-
2016.00,4.00,Campbelltown,Total,515.00,585.00,666.00,592.00,-,3.40,10.40,-,-
2016.00,4.00,Fairfield,Total,550.00,736.00,827.00,703.00,-,5.10,5.90,-,-
2016.00,4.00,Gosford,Total,540.00,645.00,820.00,696.00,-,4.90,7.50,-,-
2016.00,4.00,Hawkesbury,Total,550.00,673.00,950.00,798.00,-,0.70,7.30,-,-
2016.00,4.00,Holroyd,Total,530.00,684.00,865.00,708.00,-,-0.90,-6.40,-,-
2016.00,4.00,Hornsby,Total,835.00,1115.00,1427.00,1143.00,-,3.70,6.20,-,-
2016.00,4.00,Liverpool,Total,570.00,725.00,850.00,725.00,-,5.50,6.50,-,-
2016.00,4.00,Penrith,Total,546.00,640.00,722.00,639.00,-,4.90,10.00,-,-
2016.00,4.00,Pittwater,Total,1300.00,1550.00,1975.00,1654.00,-,9.50,19.20,-,-
2016.00,4.00,Sutherland,Total,790.00,1050.00,1365.00,1106.00,-,12.90,12.90,-,-
2016.00,4.00,Warringah,Total,820.00,1293.00,1675.00,1304.00,-,4.60,14.90,-,-
2016.00,4.00,Wollondilly,Total,566.00,718.00,913.00,776.00,-,5.00,15.20,-,-
2016.00,4.00,Wyong,Total,435.00,510.00,620.00,540.00,-,2.20,10.40,-,-
2016.00,4.00,Cessnock,Total,278.00,340.00,425.00,372.00,-,5.90,7.90,-,-
2016.00,4.00,Kiama,Total,650.00,790.00,930.00,802.00,-,5.50,10.00,-,-
2016.00,4.00,Lake Macquarie,Total,424.00,511.00,615.00,530.00,-,4.90,9.70,-,-
2016.00,4.00,Maitland,Total,338.00,410.00,502.00,424.00,-,3.80,5.70,-,-
2016.00,4.00,Newcastle,Total,430.00,520.00,660.00,568.00,-,4.00,7.20,-,-
2016.00,4.00,Port Stephens,Total,385.00,482.00,601.00,500.00,-,-1.60,9.00,-,-
2016.00,4.00,Shellharbour,Total,485.00,555.00,653.00,576.00,-,1.80,9.90,-,-
2016.00,4.00,Wollongong,Total,520.00,635.00,783.00,668.00,-,5.00,16.50,-,-
2016.00,4.00,Ashfield,Non Strata,1400.00,1600.00,2000.00,1691.00,-,-2.40,1.30,-,-
2016.00,4.00,Botany Bay,Non Strata,1350.00,1450.00,1710.00,1521.00,-,0.10,19.00,-,-
2016.00,4.00,Lane Cove,Non Strata,2100.00,2350.00,2733.00,2585.00,-,14.60,28.80,-,-
2016.00,4.00,Leichhardt,Non Strata,1438.00,1749.00,2096.00,1794.00,-,11.00,20.60,-,-
2016.00,4.00,Marrickville,Non Strata,1240.00,1430.00,1650.00,1459.00,-,8.40,17.20,-,-
2016.00,4.00,Mosman,Non Strata,2920.00,3832.00,5800.00,4420.00,-,0.20,25.20,-,-
2016.00,4.00,North Sydney,Non Strata,2150.00,2510.00,3125.00,2773.00,-,1.10,12.80,-,-
2016.00,4.00,Randwick,Non Strata,1800.00,2128.00,2627.00,2262.00,-,11.40,9.40,-,-
2016.00,4.00,Sydney,Non Strata,1360.00,1570.00,2050.00,1706.00,-,2.10,9.10,-,-
2016.00,4.00,Waverley,Non Strata,2376.00,3000.00,3445.00,2995.00,-,20.00,33.30,-,-
2016.00,4.00,Woollahra,Non Strata,2360.00,3430.00,4800.00,3942.00,-,0.70,14.30,-,-
2016.00,4.00,Auburn,Non Strata,868.00,970.00,1280.00,1058.00,-,3.70,-4.00,-,-
2016.00,4.00,Bankstown,Non Strata,855.00,930.00,1020.00,945.00,-,3.90,8.10,-,-
2016.00,4.00,Burwood,Non Strata,1315.00,1592.00,1956.00,1653.00,-,-9.00,0.40,-,-
2016.00,4.00,Canterbury,Non Strata,966.00,1198.00,1425.00,1235.00,-,4.20,6.60,-,-
2016.00,4.00,Canada Bay,Non Strata,1715.00,2110.00,2465.00,2123.00,-,18.20,19.70,-,-
2016.00,4.00,Hunters Hill,Non Strata,2045.00,2540.00,3188.00,2615.00,-,-1.40,3.70,-,-
2016.00,4.00,Hurstville,Non Strata,1060.00,1200.00,1413.00,1247.00,-,0.00,9.10,-,-
2016.00,4.00,Kogarah,Non Strata,1235.00,1450.00,1817.00,1596.00,-,-1.20,3.60,-,-
2016.00,4.00,Ku-ring-gai,Non Strata,1770.00,2100.00,2600.00,2246.00,-,7.70,11.10,-,-
2016.00,4.00,Manly,Non Strata,2043.00,2405.00,3033.00,2617.00,-,8.30,9.30,-,-
2016.00,4.00,Parramatta,Non Strata,860.00,1021.00,1260.00,1087.00,-,6.50,7.50,-,-
2016.00,4.00,Rockdale,Non Strata,1200.00,1360.00,1500.00,1376.00,-,10.80,10.30,-,-
2016.00,4.00,Ryde,Non Strata,1489.00,1650.00,1873.00,1701.00,-,6.50,10.00,-,-
2016.00,4.00,Strathfield,Non Strata,1600.00,2085.00,2800.00,2208.00,-,-19.70,12.70,-,-
2016.00,4.00,Willoughby,Non Strata,2005.00,2410.00,2900.00,2498.00,-,1.70,16.10,-,-
2016.00,4.00,The Hills Shire,Non Strata,1105.00,1285.00,1511.00,1346.00,-,6.20,8.30,-,-
2016.00,4.00,Blacktown,Non Strata,635.00,720.00,855.00,738.00,-,4.30,7.50,-,-
2016.00,4.00,Blue Mountains,Non Strata,540.00,645.00,756.00,653.00,-,8.00,15.20,-,-
2016.00,4.00,Camden,Non Strata,663.00,729.00,800.00,746.00,-,1.30,7.20,-,-
2016.00,4.00,Campbelltown,Non Strata,560.00,614.00,690.00,629.00,-,4.10,10.20,-,-
2016.00,4.00,Fairfield,Non Strata,700.00,775.00,855.00,778.00,-,6.20,6.20,-,-
2016.00,4.00,Gosford,Non Strata,585.00,693.00,850.00,745.00,-,3.40,7.90,-,-
2016.00,4.00,Hawkesbury,Non Strata,605.00,715.00,1022.00,857.00,-,0.10,5.90,-,-
2016.00,4.00,Holroyd,Non Strata,790.00,855.00,945.00,868.00,-,3.00,3.40,-,-
2016.00,4.00,Hornsby,Non Strata,1150.00,1350.00,1528.00,1362.00,-,1.70,11.30,-,-
2016.00,4.00,Liverpool,Non Strata,680.00,785.00,892.00,798.00,-,4.70,6.80,-,-
2016.00,4.00,Penrith,Non Strata,625.00,681.00,768.00,704.00,-,4.10,9.80,-,-
2016.00,4.00,Pittwater,Non Strata,1460.00,1718.00,2100.00,1867.00,-,10.80,22.70,-,-
2016.00,4.00,Sutherland,Non Strata,1040.00,1250.00,1500.00,1304.00,-,4.20,11.10,-,-
2016.00,4.00,Warringah,Non Strata,1500.00,1675.00,1918.00,1765.00,-,10.90,15.90,-,-
2016.00,4.00,Wollondilly,Non Strata,595.00,730.00,930.00,798.00,-,5.80,14.10,-,-
2016.00,4.00,Wyong,Non Strata,450.00,526.00,630.00,561.00,-,3.10,10.70,-,-
2016.00,4.00,Cessnock,Non Strata,285.00,350.00,430.00,382.00,-,7.70,11.10,-,-
2016.00,4.00,Kiama,Non Strata,718.00,859.00,980.00,898.00,-,13.00,13.00,-,-
2016.00,4.00,Lake Macquarie,Non Strata,443.00,528.00,630.00,549.00,-,4.60,8.90,-,-
2016.00,4.00,Maitland,Non Strata,355.00,421.00,515.00,437.00,-,3.40,5.50,-,-
2016.00,4.00,Newcastle,Non Strata,450.00,540.00,677.00,589.00,-,0.90,6.30,-,-
2016.00,4.00,Port Stephens,Non Strata,405.00,500.00,635.00,523.00,-,0.60,8.70,-,-
2016.00,4.00,Shellharbour,Non Strata,518.00,580.00,670.00,600.00,-,3.00,8.00,-,-
2016.00,4.00,Wollongong,Non Strata,560.00,696.00,850.00,722.00,-,3.90,16.00,-,-
2016.00,4.00,Ashfield,Strata,615.00,708.00,800.00,713.00,-,6.90,4.40,-,-
2016.00,4.00,Botany Bay,Strata,695.00,805.00,953.00,860.00,-,-0.40,0.60,-,-
2016.00,4.00,Lane Cove,Strata,710.00,805.00,905.00,803.00,-,0.60,12.10,-,-
2016.00,4.00,Leichhardt,Strata,629.00,808.00,1163.00,907.00,-,-8.20,-14.90,-,-
2016.00,4.00,Marrickville,Strata,650.00,743.00,912.00,783.00,-,6.10,7.70,-,-
2016.00,4.00,Mosman,Strata,839.00,1165.00,1558.00,1328.00,-,29.40,28.70,-,-
2016.00,4.00,North Sydney,Strata,813.00,1100.00,1382.00,1146.00,-,11.10,20.90,-,-
2016.00,4.00,Randwick,Strata,760.00,895.00,1120.00,953.00,-,-0.80,7.30,-,-
2016.00,4.00,Sydney,Strata,700.00,880.00,1160.00,981.00,-,2.90,3.50,-,-
2016.00,4.00,Waverley,Strata,900.00,1079.00,1378.00,1166.00,-,3.00,15.90,-,-
2016.00,4.00,Woollahra,Strata,920.00,1280.00,2100.00,1543.00,-,-9.40,25.50,-,-
2016.00,4.00,Auburn,Strata,550.00,656.00,720.00,645.00,-,0.20,5.00,-,-
2016.00,4.00,Bankstown,Strata,495.00,580.00,670.00,584.00,-,2.10,-0.50,-,-
2016.00,4.00,Burwood,Strata,685.00,765.00,880.00,788.00,-,-4.40,2.00,-,-
2016.00,4.00,Canterbury,Strata,459.00,555.00,690.00,577.00,-,4.50,4.70,-,-
2016.00,4.00,Canada Bay,Strata,780.00,920.00,1200.00,997.00,-,2.20,6.60,-,-
2016.00,4.00,Hunters Hill,Strata,790.00,1080.00,1420.00,1109.00,-,25.60,15.10,-,-
2016.00,4.00,Hurstville,Strata,580.00,636.00,760.00,665.00,-,2.60,-0.60,-,-
2016.00,4.00,Kogarah,Strata,630.00,710.00,800.00,739.00,-,1.40,4.70,-,-
2016.00,4.00,Ku-ring-gai,Strata,780.00,903.00,1030.00,937.00,-,4.60,0.30,-,-
2016.00,4.00,Manly,Strata,880.00,1158.00,1585.00,1256.00,-,-3.50,12.00,-,-
2016.00,4.00,Parramatta,Strata,525.00,611.00,695.00,613.00,-,5.20,3.20,-,-
2016.00,4.00,Rockdale,Strata,617.00,690.00,800.00,713.00,-,-13.80,6.20,-,-
2016.00,4.00,Ryde,Strata,615.00,715.00,857.00,759.00,-,-2.20,4.10,-,-
2016.00,4.00,Strathfield,Strata,606.00,655.00,735.00,677.00,-,2.30,4.00,-,-
2016.00,4.00,Willoughby,Strata,785.00,898.00,1140.00,960.00,-,2.40,5.60,-,-
2016.00,4.00,The Hills Shire,Strata,685.00,789.00,920.00,805.00,-,3.80,8.10,-,-
2016.00,4.00,Blacktown,Strata,452.00,547.00,622.00,539.00,-,0.90,12.80,-,-
2016.00,4.00,Blue Mountains,Strata,410.00,495.00,561.00,469.00,-,2.70,9.00,-,-
2016.00,4.00,Camden,Strata,460.00,607.00,640.00,551.00,-,14.50,-2.10,-,-
2016.00,4.00,Campbelltown,Strata,415.00,451.00,485.00,455.00,-,5.90,10.00,-,-
2016.00,4.00,Fairfield,Strata,405.00,450.00,500.00,451.00,-,5.60,3.70,-,-
2016.00,4.00,Gosford,Strata,425.00,515.00,620.00,543.00,-,9.60,12.00,-,-
2016.00,4.00,Hawkesbury,Strata,434.00,500.00,541.00,485.00,-,11.10,9.60,-,-
2016.00,4.00,Holroyd,Strata,460.00,530.00,590.00,530.00,-,-2.20,4.10,-,-
2016.00,4.00,Hornsby,Strata,650.00,725.00,871.00,755.00,-,0.70,9.40,-,-
2016.00,4.00,Liverpool,Strata,407.00,483.00,543.00,479.00,-,1.00,8.50,-,-
2016.00,4.00,Penrith,Strata,395.00,475.00,530.00,467.00,-,0.00,8.20,-,-
2016.00,4.00,Pittwater,Strata,730.00,895.00,1130.00,947.00,-,-10.50,12.20,-,-
2016.00,4.00,Sutherland,Strata,635.00,778.00,1001.00,871.00,-,7.30,13.60,-,-
2016.00,4.00,Warringah,Strata,710.00,820.00,945.00,846.00,-,7.90,13.10,-,-
2016.00,4.00,Wollondilly,Strata,360.00,385.00,439.00,394.00,-,-,-,-,-
2016.00,4.00,Wyong,Strata,340.00,419.00,494.00,415.00,-,7.40,18.40,-,-
2016.00,4.00,Cessnock,Strata,250.00,261.00,295.00,265.00,-,4.40,-17.10,-,-
2016.00,4.00,Kiama,Strata,435.00,511.00,660.00,522.00,-,-9.60,8.70,-,-
2016.00,4.00,Lake Macquarie,Strata,338.00,368.00,448.00,395.00,-,-10.20,-9.10,-,-
2016.00,4.00,Maitland,Strata,245.00,279.00,329.00,286.00,-,-8.50,-3.80,-,-
2016.00,4.00,Newcastle,Strata,390.00,471.00,620.00,511.00,-,9.50,9.50,-,-
2016.00,4.00,Port Stephens,Strata,333.00,390.00,475.00,410.00,-,-8.20,11.40,-,-
